-10.0,372
-9.9,274
-9.8,57
-9.700000000000001,24
-9.600000000000001,10
-9.500000000000002,33
-9.400000000000002,5371
-9.300000000000002,18
-9.200000000000003,449
-9.100000000000003,8
-9.000000000000004,74
-8.900000000000004,54
-8.800000000000004,8
-8.700000000000005,10
-8.600000000000005,8
-8.500000000000005,25
-8.400000000000006,46
-8.300000000000006,30
-8.200000000000006,8
-8.100000000000007,10
-8.000000000000007,5533
-7.9000000000000075,7
-7.800000000000008,7
-7.700000000000008,43
-7.6000000000000085,7
-7.500000000000009,7
-7.400000000000009,7
-7.30000000000001,6
-7.20000000000001,156
-7.10000000000001,122946
-7.000000000000011,117295
-6.900000000000011,10
-6.800000000000011,2175
-6.700000000000012,345
-6.600000000000012,669
-6.500000000000012,5373
-6.400000000000013,5373
-6.300000000000013,5373
-6.2000000000000135,5373
-6.100000000000014,5373
-6.000000000000014,31
-5.900000000000015,13
-5.800000000000015,28
-5.700000000000015,207
-5.600000000000016,13
-5.500000000000016,937
-5.400000000000016,9543
-5.300000000000017,25
-5.200000000000017,9
-5.100000000000017,18
-5.000000000000018,9
-4.900000000000018,7
-4.8000000000000185,7
-4.700000000000019,5
-4.600000000000019,5
-4.5000000000000195,6
-4.40000000000002,11
-4.30000000000002,10250
-4.200000000000021,3686
-4.100000000000021,374
-4.000000000000021,31
-3.9000000000000212,14
-3.800000000000021,59
-3.700000000000021,1170
-3.600000000000021,8
-3.500000000000021,4775
-3.400000000000021,72952
-3.3000000000000207,15
-3.2000000000000206,5372
-3.1000000000000205,5372
-3.0000000000000204,232
-2.9000000000000203,12
-2.8000000000000203,5380
-2.70000000000002,7
-2.60000000000002,14
-2.50000000000002,10
-2.40000000000002,289
-2.30000000000002,9
-2.2000000000000197,10
-2.1000000000000196,493
-2.0000000000000195,10
-1.9000000000000195,9
-1.8000000000000194,8
-1.7000000000000193,7
-1.6000000000000192,7
-1.500000000000019,10
-1.400000000000019,5
-1.300000000000019,5
-1.2000000000000188,7
-1.1000000000000187,158
-1.0000000000000187,8
-0.9000000000000187,7
-0.8000000000000187,6
-0.7000000000000187,6
-0.6000000000000187,5
-0.5000000000000188,6
-0.4000000000000188,6
-0.3000000000000188,6
-0.2000000000000188,6
-0.1000000000000188,6
-1.8790524691780774E-14,6
0.09999999999998122,6
0.19999999999998122,6
0.2999999999999812,6
0.39999999999998126,6
0.49999999999998124,6
0.5999999999999812,6
0.6999999999999812,6
0.7999999999999812,6
0.8999999999999811,5
0.9999999999999811,5
1.0999999999999812,5
1.1999999999999813,4
1.2999999999999814,5
1.3999999999999815,5
1.4999999999999816,6
1.5999999999999817,6
1.6999999999999817,6
1.7999999999999818,7
1.899999999999982,7
1.999999999999982,24
2.099999999999982,34
2.199999999999982,7
2.299999999999982,18
2.399999999999982,6
2.4999999999999822,5
2.5999999999999823,5
2.6999999999999824,5
2.7999999999999825,4
2.8999999999999826,4
2.9999999999999827,4
3.0999999999999828,3
3.199999999999983,4
3.299999999999983,4
3.399999999999983,4
3.499999999999983,4
3.599999999999983,5
3.6999999999999833,5
3.7999999999999834,5
3.8999999999999835,6
3.9999999999999836,8
4.099999999999984,7
4.199999999999983,19
4.299999999999983,7
4.399999999999983,7
4.499999999999982,7
4.599999999999982,6
4.6999999999999815,6
4.799999999999981,5
4.899999999999981,5
4.9999999999999805,4
5.09999999999998,5
5.19999999999998,5
5.299999999999979,5
5.399999999999979,5
5.499999999999979,6
5.599999999999978,6
5.699999999999978,6
5.799999999999978,6
5.899999999999977,6
5.999999999999977,6
6.0999999999999766,6
6.199999999999976,6
6.299999999999976,6
6.3999999999999755,6
6.499999999999975,6
6.599999999999975,6
6.699999999999974,6
6.799999999999974,6
6.899999999999974,5
6.999999999999973,6
7.099999999999973,6
7.199999999999973,7
7.299999999999972,8
7.399999999999972,21676
7.499999999999972,6
7.599999999999971,5
7.699999999999971,6
7.7999999999999705,8
7.89999999999997,7
7.99999999999997,8
8.09999999999997,81
8.199999999999969,129
8.299999999999969,7
8.399999999999968,10
8.499999999999968,78
8.599999999999968,85
8.699999999999967,7
8.799999999999967,13
8.899999999999967,285
8.999999999999966,8
9.099999999999966,19
9.199999999999966,9
9.299999999999965,19
9.399999999999965,282
9.499999999999964,282
9.599999999999964,299
9.699999999999964,10
9.799999999999963,11
9.899999999999963,6
9.999999999999963,20
